IntegerID	OriginalID
1622	Q19AV6
1623	Q96P56
1624	CPX-2888
1625	Q14654
1626	Q12959
1627	CPX-949
1628	P49643
1629	CPX-7973
1630	Q6P050
1631	P05166
1632	Q9Y5K5
1633	Q8NHE4
1634	Q9H079
1635	Q9Y2Q9
1636	CPX-9066
1637	CPX-8723
1638	CPX-8580
1639	Q6VN20
1640	Q9Y3A3
1641	O75143
1642	0000034423
1643	Q9NV70
1644	CPX-8923
1645	CPX-2778
1646	Q8IX29
1647	Q02543
1648	CPX-8222
1649	CPX-1072
1650	Q7Z2E3
1651	CPX-2296
1652	Q99595
1653	O43237
1654	P23458
1655	CPX-6180
1656	P82914
1657	URS0000A76E3A
1658	P10828
1659	Q13952
1660	CPX-381
1661	CPX-586
1662	Q12772
1663	CPX-8642
1664	CPX-8772
1665	Q9BY43
1666	CPX-2319
1667	P00736
1668	Q8N239
1669	Q6TFL4
1670	Q96G25
1671	Q86UK7
1672	CPX-816
1673	CPX-8699
1674	CPX-663
1675	Q8IWT1
1676	CPX-7761
1677	Q5VTU8
1678	P42285
1679	P82279
1680	Q9NY72
1681	Q9NP97
1682	Q96EL2
1683	Q9NSG2
1684	URS00006A1489
1685	CPX-6563
1686	CPX-9561
1687	A5X5Y0
1688	Q9H1A4
1689	Q8N5F7
1690	Q14164
1691	P07766
1692	0000015819
1693	Q8WVC0
1694	CPX-8671
1695	0000415344
1696	CPX-1752
1697	CPX-8001
1698	P11441
1699	CPX-8692
1700	Q8NI35
1701	Q9UH99
1702	CPX-4302
1703	CPX-5832
1704	Q96E22
1705	CPX-677
1706	CPX-4082
1707	CPX-2622
1708	Q96FH0
1709	P00403
1710	Q9BSV6
1711	CPX-1224
1712	CPX-3321
1713	Q9NS69
1714	0000005966
1715	CPX-978
1716	Q8N1B3
1717	Q92569
1718	Q9Y4K3
1719	P31040
1720	Q9H875
1721	CPX-8901
1722	CPX-345
1723	Q9BW83
1724	P01112
1725	Q6IE81
1726	P25788
1727	Q7L5N1
1728	P46939
1729	CPX-2300
1730	CPX-6003
1731	Q9Y5T4
1732	Q9NX02
1733	CPX-2617
1734	O14497
1735	CPX-8968
1736	Q9Y3B2
1737	O14579
1738	Q9NPI1
1739	CPX-5643
1740	Q8N6L0
1741	CPX-7882
1742	CPX-8306
1743	Q9Y6A9
1744	O75161
1745	Q14865
1746	Q99638
1747	Q9HCG8
1748	CPX-506
1749	CPX-493
1750	CPX-25719
1751	CPX-26388
1752	CPX-969
1753	P01563
1754	CPX-2525
1755	P68402
1756	P05787
1757	CPX-1728
1758	O60830
1759	CPX-6085
1760	P48507
1761	0000028021
1762	Q9GZN1
1763	P27658
1764	P40937
1765	Q8IZU3
1766	CPX-6303
1767	CPX-8182
1768	CPX-5991
1769	Q8N1E6
1770	Q01638
1771	O15360
1772	CPX-560
1773	Q14118
1774	CPX-614
1775	O95298
1776	P11047
1777	P12074
1778	P38570
1779	O00327
1780	Q3T906
1781	Q99941
1782	Q9BXV9
1783	Q96DI7
1784	CPX-10334
1785	Q15431
1786	CPX-8694
1787	P48740
1788	Q99814
1789	Q9BVC4
1790	P55210
1791	0000153644
1792	Q8WTX7
1793	Q13428
1794	Q9HD42
1795	P24864
1796	Q12904
1797	O15399
1798	Q9BRX5
1799	P29084
1800	Q641Q2
1801	Q15003
1802	P01222
1803	CPX-6194
1804	O14686
1805	Q9Y2V7
1806	Q9UBU9
1807	CPX-6523
1808	CPX-2842
1809	CPX-7591
1810	CPX-8634
1811	CPX-10343
1812	CPX-8062
1813	K9M1U5
1814	P04085
1815	P82650
1816	Q99613
1817	Q9NS61
1818	133335
1819	CPX-382
1820	CPX-2679
1821	CPX-2007
1822	Q9UPM8
1823	P07384
1824	P17181
1825	Q8N344
1826	CPX-7583
1827	A6NGQ2
1828	P18507
1829	Q6PIW4
1830	CPX-7821
1831	Q04864
1832	P17858
1833	Q6PD62
1834	CPX-6179
1835	0000027757
1836	CPX-8024
1837	Q14562
1838	Q9NZL9
1839	Q8IY57
1840	CPX-272
1841	Q9H9F9
1842	CPX-7148
1843	CPX-8682
1844	Q96QE3
1845	Q8WYA1
1846	Q12809
1847	CPX-8344
1848	CPX-7981
1849	Q5XKP0
1850	0000004611
1851	Q9NR33
1852	P57678
1853	P04844
1854	Q9Y485
1855	URS000075BAAE
1856	URS00000F9D45
1857	CPX-6582
1858	Q567U6
1859	P82675
1860	Q86YV9
1861	CPX-3805
1862	CPX-2705
1863	CPX-2471
1864	P51532
1865	CPX-6231
1866	CPX-6201
1867	CPX-26371
1868	Q8TF09
1869	P15927
1870	O95995
1871	CPX-6274
1872	Q9BQI6
1873	Q9UNZ2
1874	CPX-26360
1875	Q9BT04
1876	O95777
1877	P78345
1878	Q9HCE5
1879	Q9UKX7
1880	P01111
1881	Q9H9T3
1882	CPX-2191
1883	P50539
1884	P61158
1885	Q9NZV8
1886	P0DPB6
1887	Q6NZ67
1888	P23763
1889	Q9Y678
1890	P26717
1891	CPX-10322
1892	O60583
1893	Q9Y6Q5
1894	Q7LBR1
1895	Q14781
1896	Q96L21
1897	CPX-8861
1898	CPX-9184
1899	P10515
1900	CPX-1212
1901	CPX-6474
1902	P22059
1903	Q01650
1904	CPX-6422
1905	0000027599
1906	Q96BI3
1907	Q7RTX7
1908	CPX-7167
1909	CPX-6012
1910	P24588
1911	P19634
1912	P50914
1913	Q86XT9
1914	CPX-6212
1915	P36578
1916	M17910
1917	Q9Y5S9
1918	Q5SXM2
1919	O75072
1920	Q8NEJ9
1921	Q8IY82
1922	CPX-125
1923	CPX-5983
1924	Q9Y388
1925	CPX-2223
1926	O94973
1927	P25787
1928	CPX-2491
1929	CPX-930
1930	Q09428
1931	Q86XR7
1932	Q86XQ3
1933	CPX-1922
1934	CPX-2433
1935	P78560
1936	Q9NQ50
1937	CPX-6017
1938	Q9Y2T1
1939	P0DP25
1940	P09622
1941	P01568
1942	Q10567
1943	Q15393
1944	Q6ZW49
1945	Q16594
1946	Q9Y2M5
1947	O75530
1948	Q9Y3U8
1949	CPX-5606
1950	Q9H160
1951	CPX-8175
1952	0000025603
1953	CPX-2001
1954	Q9Y6B6
1955	P29459
1956	Q8NDV3
1957	CPX-2184
1958	P05067
1959	P37198
1960	Q92585
1961	CPX-5881
1962	O15553
1963	CPX-6341
1964	CPX-8552
1965	Q5RKV6
1966	P04921
1967	CPX-889
1968	CPX-6936
1969	Q13114
1970	0000028163
1971	Q6NZY4
1972	CPX-9167
1973	P32881
1974	Q8WX94
1975	CPX-2600
1976	P03886
1977	Q96HA1
1978	O95782
1979	Q9H257
1980	Q9Y6J9
1981	Q9BV44
1982	CPX-309
1983	P08648
1984	P61289
1985	D6RGH6
1986	P18564
1987	CPX-6383
1988	CPX-8557
1989	CPX-9310
1990	O75469
1991	Q9H5J8
1992	Q92819
1993	Q13098
1994	P35222
1995	P01040
1996	O75879
1997	CPX-2414
1998	CPX-1771
1999	CPX-8646
2000	CPX-8662
2001	O43159
2002	A8MW99
2003	P13073
2004	CPX-7556
2005	CPX-9202
2006	CPX-994
2007	P02679
2008	Q53G59
2009	P36957
2010	Q71UI9
2011	E9PQX1
2012	CPX-7842
2013	Q9H1B4
2014	CPX-8830
2015	CPX-3624
2016	CPX-6572
2017	P62945
2018	Q9UDW1
2019	Q9UHC1
2020	CPX-7844
2021	Q92784
2022	CPX-8738
2023	CPX-2193
2024	Q03519
2025	O75438
2026	Q9H9E3
2027	P37287
2028	O75971
2029	Q9UBD5
2030	CPX-98
2031	Q9BXR5
2032	0000030168
2033	CPX-6418
2034	CPX-6381
2035	Q53GT1
2036	Q9NWU2
2037	P37231
2038	CPX-6185
2039	Q8IYT4
2040	Q9UMX1
2041	Q6STE5
2042	Q9H9A7
2043	CPX-6213
2044	CPX-1060
2045	P23246
2046	Q13007
2047	Q96Q80
2048	CPX-2260
2049	P78364
2050	CPX-128
2051	CPX-7590
2052	Q9Y4E1
2053	CPX-8187
2054	0000307241
2055	CPX-6661
2056	O43504
2057	Q13884
2058	Q9NQ94
2059	CPX-460
2060	Q9NZ09
2061	Q9BUI4
2062	Q3KNV8
2063	CPX-8083
2064	Q6UXV4
2065	P20226
2066	Q9P015
2067	O75821
2068	Q8NEZ3
2069	CPX-8687
2070	Q16520
2071	0000000376
2072	P78395
2073	CPX-26417
2074	CPX-25783
2075	Q8WXF1
2076	Q9H1Y0
2077	0000028109
2078	CPX-2587
2079	Q96EX3
2080	CPX-26441
2081	Q9BYC9
2082	P07510
2083	P28328
2084	P03928
2085	CPX-983
2086	CPX-2280
2087	P57081
2088	CPX-2545
2089	Q06323
2090	CPX-2672
2091	CPX-8101
2092	Q9NX14
2093	CPX-1196
2094	Q8TED0
2095	CPX-6245
2096	CPX-6322
2097	Q93063
2098	CPX-6321
2099	Q96BD8
2100	CPX-2338
2101	P62068
2102	O15259
2103	O14764
2104	P48551
2105	Q9UI33
2106	P40306
2107	Q7Z3J2
2108	Q16181
2109	CPX-8563
2110	CPX-745
2111	0000034548
2112	Q99832
2113	P61962
2114	Q9H444
2115	CPX-25767
2116	0000153642
2117	Q9NX24
2118	CPX-7085
2119	CPX-2314
2120	P49207
2121	CPX-7803
2122	CPX-2359
2123	Q9Y3E2
2124	CPX-1847
2125	CPX-2324
2126	Q9P0I2
2127	CPX-7065
2128	Q9BUR5
2129	CPX-6570
2130	Q01831
2131	CPX-7095
2132	CPX-2272
2133	Q9H845
2134	P35227
2135	P48506
2136	CPX-7670
2137	CPX-2551
2138	P14868
2139	Q9NUW8
2140	Q9UNS1
2141	Q92800
2142	0000302751
2143	O75489
2144	CPX-1209
2145	CPX-1194
2146	Q14004
2147	P35268
2148	P06756
2149	P39656
2150	CPX-26467
2151	Q01344
2152	Q9HCC0
2153	CPX-8006
2154	P23511
2155	P35244
2156	P25490
2157	CPX-2322
2158	CPX-6566
2159	Q9BYD1
2160	P51172
2161	O60566
2162	CPX-2211
2163	CPX-9461
2164	CPX-26466
2165	Q96KP1
2166	CPX-26366
2167	CPX-6589
2168	CPX-2758
2169	Q8NHZ8
2170	O15371
2171	CPX-1986
2172	Q9NRG0
2173	CPX-8009
2174	CPX-2298
2175	CPX-7554
2176	Q14232
2177	P13942
2178	Q8IVH2
2179	P67870
2180	Q6P2Q9
2181	CPX-5055
2182	Q86YC2
2183	Q5VIR6
2184	CPX-8141
2185	Q99726
2186	P49069
2187	0000000315
2188	Q9Y3B7
2189	P62917
2190	Q9Y3I1
2191	Q96AJ1
2192	CPX-10301
2193	CPX-8545
2194	Q9BYG5
2195	CPX-1941
2196	Q92621
2197	0000015381
2198	Q9H2W6
2199	Q92574
2200	O75446
2201	P01567
2202	CPX-8742
2203	Q96FX7
2204	O15392
2205	Q9HCJ0
2206	CPX-678
2207	P27635
2208	Q8WUH2
2209	Q8N140
2210	CPX-6168
2211	Q8WTW3
2212	CPX-2514
2213	Q13156
2214	CPX-2619
2215	CPX-7586
2216	O75348
2217	Q9H270
2218	P59998
2219	CPX-362
2220	CPX-434
2221	CPX-569
2222	CPX-26463
2223	Q9UM13
2224	CPX-6226
2225	Q13435
2226	Q96A72
2227	O95347
2228	Q9BTD8
2229	CPX-304
2230	CPX-2887
2231	P68871
2232	CPX-6091
2233	CPX-1971
2234	P24043
2235	Q9H583
2236	CPX-2592
2237	P19438
2238	0000027594
2239	Q9Y2Z9
2240	Q9Y6B7
2241	Q96IK1
2242	Q96FJ2
2243	CPX-6939
2244	CPX-8121
2245	Q96LB4
2246	CPX-3622
2247	CPX-9169
2248	Q8WW01
2249	CPX-120
2250	CPX-8629
2251	CPX-2274
2252	CPX-26397
2253	P00734
2254	CPX-25786
2255	CPX-2694
2256	0000027788
2257	CPX-2171
2258	B1AL88
2259	CPX-2454
2260	CPX-2424
2261	O75445
2262	Q9NW38
2263	CPX-2000
2264	Q9NUS5
2265	CPX-2818
2266	P46531
2267	Q8WWL7
2268	Q7Z412
2269	CPX-2365
2270	CPX-4226
2271	Q9H944
2272	CPX-7801
2273	Q8N2Q7
2274	Q9UPY5
2275	CPX-6229
2276	Q14CS0
2277	Q9Y2F5
2278	Q16540
2279	CPX-20
2280	CPX-8683
2281	P28340
2282	CPX-6588
2283	0000027547
2284	Q15399
2285	P15880
2286	CPX-900
2287	CPX-7203
2288	P06730
2289	CPX-6010
2290	CPX-2217
2291	Q14031
2292	CPX-5151
2293	Q92536
2294	CPX-2087
2295	CPX-2394
2296	Q9H900
2297	O75140
2298	Q9P0W0
2299	O15078
2300	CPX-7508
2301	CPX-8776
2302	Q8N3I7
2303	Q12962
2304	CPX-459
2305	O94782
2306	Q68E01
2307	Q8NFH4
2308	CPX-1774
2309	CPX-8931
2310	Q7L5D6
2311	CPX-8081
2312	CPX-2594
2313	CPX-7533
2314	CPX-7764
2315	P62244
2316	P23396
2317	Q13485
2318	CPX-6090
2319	Q9BV81
2320	P38919
2321	P82673
2322	CPX-7927
2323	CPX-850
2324	P0DKB6
2325	Q6IA17
2326	Q8TBZ3
2327	P62263
2328	CPX-2003
2329	CPX-2218
2330	CPX-2413
2331	Q9Y3I0
2332	Q9Y6K9
2333	P19388
2334	CPX-5663
2335	Q8TEQ8
2336	O43264
2337	CPX-7582
2338	Q15545
2339	Q6IBW4
2340	Q5PSV4
2341	O43815
2342	CPX-7381
2343	O76013
2344	P28072
2345	Q8IYU8
2346	Q16186
2347	P13498
2348	Q12980
2349	CPX-642
2350	CPX-26352
2351	Q969H0
2352	Q8NEZ5
2353	P01024
2354	Q9H840
2355	P46782
2356	Q9NVR2
2357	Q9GZS3
2358	P25391
2359	P62424
2360	CPX-4231
2361	CPX-7551
2362	P02708
2363	P20585
2364	P15407
2365	Q13261
2366	P26368
2367	CPX-213
2368	Q9UBL3
2369	Q9BUE6
2370	Q9BVI0
2371	CPX-6402
2372	P46019
2373	CPX-2870
2374	CPX-948
2375	0000027588
2376	Q9P1Q0
2377	CPX-6062
2378	CPX-8184
2379	P78406
2380	CPX-91
2381	CPX-2953
2382	Q96NJ5
2383	Q9BSU3
2384	Q9Y4J8
2385	0000010920
2386	Q9P2Y5
2387	Q14240
2388	Q13201
2389	P46937
2390	Q53TQ3
2391	P14778
2392	CPX-2848
2393	CPX-1161
2394	O75208
2395	CPX-8147
2396	Q9UH90
2397	O14576
2398	CPX-1199
2399	Q96F46
2400	CPX-7978
2401	P55957
2402	CPX-7261
2403	CPX-1116
2404	P49450
2405	Q9BWT7
2406	CPX-5622
2407	CPX-2701
2408	CPX-8828
2409	CPX-6305
2410	CPX-7982
2411	O95407
2412	CPX-256
2413	Q8IUC6
2414	CPX-2669
2415	CPX-313
2416	Q96BT7
2417	CPX-487
2418	CPX-6014
2419	CPX-26357
2420	Q6ZN18
2421	CPX-10324
2422	CPX-736
2423	CPX-8702
2424	CPX-6143
2425	P18084
2426	Q9BV38
2427	P31639
2428	CPX-8134
2429	P00451
2430	O96020
2431	Q9Y6J6
2432	0000027759
2433	0000015623
2434	Q92889
2435	Q92966
2436	O43681
2437	Q4VC05
2438	P38606
2439	Q7Z392
2440	Q93100
2441	P43034
2442	Q15831
2443	P60900
2444	CPX-442
2445	Q15369
2446	Q9Y3A4
2447	CPX-7525
2448	Q5VUJ9
2449	Q96Q45
2450	Q9BTC8
2451	0000027730
2452	Q2WGJ6
2453	CPX-1918
2454	Q8N4P2
2455	P13645
2456	Q06587
2457	Q9UK17
2458	P12107
2459	Q7Z4Y8
2460	O15342
2461	CPX-5183
2462	CPX-265
2463	CPX-9521
2464	CPX-1825
2465	CPX-6926
2466	O95696
2467	P10276
2468	O00487
2469	CPX-8773
2470	CPX-5986
2471	P53680
2472	456215
2473	Q9Y2T2
2474	Q9BPX5
2475	CPX-107
2476	P61254
2477	CPX-8625
2478	Q8IY92
2479	Q8TBF5
2480	0000027593
2481	0000030176
2482	CPX-5051
2483	CPX-600
2484	P04234
2485	Q6KB66
2486	CPX-8673
2487	O75694
2488	Q8N5Y2
2489	P21953
2490	Q86WN2
2491	CPX-26415
2492	Q9UBF2
2493	O94864
2494	CPX-844
2495	Q9NX70
2496	Q9HC52
2497	CPX-3166
2498	Q8WZ42
2499	CPX-26480
2500	CPX-26365
2501	0000027480
2502	CPX-2496
2503	Q8IUR7
2504	CPX-2396
2505	O14936
2506	P54619
2507	Q99807
2508	CPX-3481
2509	Q92696
2510	O00206
2511	CPX-7110
2512	Q9Y4A8
2513	0000042699
2514	Q96CF2
2515	Q969W0
2516	O43791
2517	Q9Y324
2518	Q9H8T0
2519	P33992
2520	Q9UHD2
2521	Q9BVI4
2522	Q15631
2523	Q9H633
2524	Q8IU57
2525	P49715
2526	Q92845
2527	P51170
2528	P05107
2529	P60228
2530	Q96NG3
2531	Q66K64
2532	P62269
2533	CPX-2845
2534	Q16363
2535	CPX-10312
2536	Q8NCM8
2537	CPX-7671
2538	P46776
2539	P55201
2540	P56385
2541	0000027826
2542	Q9NTI5
2543	0000009070
2544	CPX-7585
2545	P11940
2546	Q5JU00
2547	Q9Y2I7
2548	CPX-6151
2549	Q96SY0
2550	A6H8Y1
2551	Q13405
2552	Q9Y676
2553	CPX-6043
2554	CPX-2871
2555	CPX-26451
2556	CPX-7147
2557	Q9Y6Z7
2558	P55055
2559	P05556
2560	Q8WVT3
2561	Q2MV58
2562	CPX-7903
2563	Q5J8M3
2564	CPX-8869
2565	CPX-2616
2566	Q06265
2567	O60870
2568	CPX-5665
2569	CPX-6471
2570	Q8NE86
2571	P01375
2572	P29466
2573	CPX-8096
2574	CPX-6086
2575	CPX-3230
2576	Q9BRB3
2577	CPX-5961
2578	P01834
2579	Q92600
2580	0000002971
2581	Q6PID8
2582	Q9Y5L4
2583	0000153646
2584	Q969V3
2585	CPX-2889
2586	P07357
2587	CPX-2536
2588	P84090
2589	0000033785
2590	CPX-2220
2591	0000015604
2592	P53355
2593	P26012
2594	Q00059
2595	Q9UJP4
2596	Q8NB90
2597	CPX-26396
2598	Q96A65
2599	CPX-902
2600	Q96AY2
2601	Q9Y2K7
2602	Q13309
2603	P28347
2604	Q9UJC3
2605	CPX-1069
2606	CPX-6275
2607	CPX-73
2608	CPX-740
2609	CPX-1050
2610	O95264
2611	P0C6T2
2612	Q8NFJ9
2613	Q9ULK4
2614	CPX-3239
2615	P37088
2616	P15336
2617	P55769
2618	CPX-26421
2619	CPX-2809
2620	CPX-1215
2621	0000009071
2622	Q9H9Y6
2623	CPX-5621
2624	Q96B26
2625	CPX-8841
2626	CPX-922
2627	CPX-5844
2628	P03923
2629	0000015448
2630	CPX-3201
2631	Q5XUX0
2632	CPX-876
2633	CPX-5828
2634	0000009022
2635	Q16534
2636	CPX-512
2637	P36542
2638	Q6P582
2639	CPX-312
2640	Q13042
2641	Q969N2
2642	CPX-8463
2643	Q659A1
2644	P62191
2645	Q14790
2646	Q8WZ60
2647	O43678
2648	Q9C005
2649	P51809
2650	CPX-529
2651	CPX-2886
2652	Q13416
2653	Q9NPI6
2654	Q8N3Y1
2655	P46778
2656	Q9Y6M5
2657	CPX-8643
2658	Q9Y5P6
2659	CPX-2808
2660	Q6IPU0
2661	CPX-2004
2662	P04004
2663	CPX-8107
2664	P54289
2665	CPX-6276
2666	CPX-1748
2667	P61313
2668	190135
2669	Q9NY12
2670	Q9P2K6
2671	O95402
2672	CPX-6464
2673	Q96FT9
2674	CPX-1817
2675	CPX-2569
2676	Q8WUM4
2677	P08151
2678	CPX-7972
2679	CPX-7097
2680	CPX-26462
2681	CPX-5837
2682	CPX-5022
2683	CPX-2549
2684	Q8NAC3
2685	Q8TCX1
2686	CPX-2228
2687	Q14209
2688	Q9P2G9
2689	CPX-26401
2690	CPX-6595
2691	CPX-991
2692	Q8NA54
2693	Q05048
2694	P41252
2695	Q5T011
2696	CPX-25766
2697	Q8NDX5
2698	Q12879
2699	Q9UBS5
2700	CPX-578
2701	CPX-1226
2702	P22695
2703	CPX-25727
2704	Q92833
2705	Q9NR30
2706	P00488
2707	CPX-2200
2708	CPX-6477
2709	Q6NXR4
2710	CPX-5833
2711	CPX-8553
2712	P01848
2713	CPX-3220
2714	CPX-9322
2715	CPX-9581
2716	Q96E14
2717	CPX-941
2718	Q14442
2719	Q5HYK3
2720	Q6PF15
2721	CPX-6216
2722	URS0000631BD4
2723	CPX-9063
2724	CPX-2643
2725	CPX-8669
2726	Q16795
2727	P40939
2728	P10242
2729	Q96EB1
2730	CPX-7104
2731	CPX-1032
2732	Q6UXN9
2733	O43809
2734	Q07020
2735	CPX-6476
2736	Q9BSF4
2737	P61165
2738	CPX-7765
2739	Q4G0F5
2740	CPX-236
2741	Q14627
2742	Q9Y664
2743	CPX-7925
2744	CPX-2703
2745	Q9NRM6
2746	P39086
2747	P01859
2748	CPX-2811
2749	P56381
2750	P51164
2751	CPX-7101
2752	CPX-7786
2753	Q9BQ48
2754	CPX-8241
2755	P51587
2756	O15516
2757	Q9BY50
2758	Q9P2L0
2759	Q5T200
2760	CPX-6944
2761	CPX-6015
2762	Q13133
2763	Q6ZMJ4
2764	Q9BT73
2765	Q13535
2766	Q99871
2767	CPX-2653
2768	Q96RK4
2769	CPX-8064
2770	P48553
2771	Q96F86
2772	P19404
2773	P82921
2774	CPX-4141
2775	Q8NBT2
2776	Q9H0E3
2777	Q96BP2
2778	CPX-2288
2779	P07992
2780	P42574
2781	Q13099
2782	Q6ZMZ3
2783	Q9Y4Y9
2784	Q9HB75
2785	CPX-2555
2786	O94921
2787	P0DI82
2788	O15409
2789	CPX-6802
2790	CPX-1956
2791	P31644
2792	Q16552
2793	O75822
2794	CPX-6156
2795	Q06609
2796	CPX-3223
2797	CPX-7534
2798	CPX-7744
2799	O00187
2800	CPX-8503
2801	Q9BWP8
2802	Q8IZL8
2803	Q6ZTW0
2804	CPX-6097
2805	CPX-6786
2806	Q8TCJ0
2807	Q9BW85
2808	Q9H1K1
2809	P04843
2810	Q8IU54
2811	P05014
2812	Q6PCT2
2813	CPX-6183
2814	CPX-6241
2815	CPX-8192
2816	Q13356
2817	P05112
2818	CPX-2757
2819	CPX-7963
2820	CPX-359
2821	CPX-659
2822	CPX-489
2823	P25940
2824	CPX-6541
2825	CPX-10319
2826	O14867
2827	Q13454
2828	Q96CS2
2829	Q9NVR5
2830	CPX-2683
2831	CPX-2240
2832	CPX-2765
2833	CPX-944
2834	O00522
2835	O15550
2836	Q15329
2837	O95067
2838	P63104
2839	CPX-2698
2840	Q9Y2B1
2841	CPX-7785
2842	CPX-26383
2843	P27540
2844	O43432
2845	CPX-8002
2846	Q8N6L1
2847	CPX-7511
2848	Q8TBC4
2849	Q9NSD9
2850	CPX-10241
2851	CPX-8186
2852	Q99627
2853	O76071
2854	O94777
2855	Q7Z7H8
2856	CPX-6420
2857	Q8IZS8
2858	Q86V97
2859	P62308
2860	CPX-660
2861	CPX-2470
2862	CPX-8763
2863	Q6P4F2
2864	URS000047A7F4
2865	P62805
2866	CPX-6955
2867	CPX-530
2868	CPX-7528
2869	CPX-9068
2870	P31930
2871	Q99728
2872	Q7Z7C8
2873	Q9NRD1
2874	P08572
2875	Q6P2C8
2876	CPX-1798
2877	CPX-2869
2878	CPX-2356
2879	CPX-5824
2880	CPX-6031
2881	CPX-2658
2882	P56556
2883	CPX-26372
2884	Q7Z4L5
2885	CPX-5841
2886	O15182
2887	O75150
2888	P05109
2889	O60921
2890	CPX-739
2891	P47870
2892	P01877
2893	CPX-1821
2894	P59047
2895	P30050
2896	Q8TDY2
2897	CPX-8576
2898	Q12830
2899	O14746
2900	CPX-9
2901	CPX-9166
2902	Q86XE3
2903	Q9UKV8
2904	CPX-9341
2905	Q9Y697
2906	CPX-2170
2907	Q96FV3
2908	CPX-2883
2909	Q15485
2910	CPX-5987
2911	CPX-1017
2912	CPX-7018
2913	CPX-2455
2914	CPX-85
2915	CPX-8918
2916	P46100
2917	CPX-2488
2918	Q07444
2919	CPX-2157
2920	P15309
2921	O15131
2922	Q13546
2923	Q7Z6A9
2924	O60216
2925	Q9H4L4
2926	CPX-5903
2927	Q6Y7W6
2928	CPX-2212
2929	CPX-2231
2930	CPX-6965
2931	Q9UKV3
2932	Q6IAA8
2933	P52294
2934	CPX-8304
2935	Q9H0H0
2936	CPX-25717
2937	CPX-26370
2938	CPX-2531
2939	Q6N069
2940	CPX-8165
2941	P51610
2942	P61201
2943	Q9UK41
2944	CPX-8577
2945	Q16864
2946	P49257
2947	CPX-8126
2948	Q9Y2L5
2949	Q13608
2950	Q9H081
2951	CPX-6172
2952	O95922
2953	Q9BW61
2954	CPX-8872
2955	Q13769
2956	Q8IXZ2
2957	Q8N1B4
2958	CPX-8525
2959	CPX-2940
2960	P35251
2961	Q9Y251
2962	Q8WYA6
2963	O94986
2964	CPX-10338
2965	P48729
2966	Q5VZM2
2967	O94901
2968	Q2VPB7
2969	Q15906
2970	O75431
2971	CPX-873
2972	CPX-2873
2973	CPX-1829
2974	Q16445
2975	Q5SQN1
2976	P09884
2977	Q15796
2978	CPX-6973
2979	P48163
2980	CPX-8091
2981	P10071
2982	CPX-6154
2983	Q9UHV9
2984	Q8NEZ2
2985	Q15744
2986	Q96G21
2987	Q96GM5
2988	Q09161
2989	Q8NI27
2990	Q9UI10
2991	P17787
2992	CPX-8105
2993	O43719
2994	Q00534
2995	Q9BRG1
2996	CPX-6203
2997	CPX-2699
2998	Q9UKA2
2999	O00257
3000	CPX-2697
3001	Q9NZM4
3002	P35611
3003	P08123
3004	O43542
3005	P55072
3006	P04637
3007	P02458
3008	CPX-7901
3009	CPX-6135
3010	0000033638
3011	Q9H0R1
3012	O15047
3013	CPX-6971
3014	Q9H974
3015	Q6P1K2
3016	P01876
3017	Q86V81
3018	CPX-1009
3019	CPX-4223
3020	Q9Y6G9
3021	CPX-6526
3022	CPX-1204
3023	CPX-847
3024	CPX-26423
3025	CPX-2176
3026	P62277
3027	CPX-2490
3028	CPX-903
3029	P14867
3030	Q96LT7
3031	CPX-2777
3032	Q15233
3033	CPX-2385
3034	O75311
3035	Q9HCK5
3036	Q9P2N7
3037	URS000058CD99
3038	Q9HBI1
3039	CPX-1723
3040	Q9ULD4
3041	P00750
3042	CPX-3323
3043	Q14839
3044	CPX-8645
3045	P51116
3046	CPX-2645
3047	CPX-2929
3048	CPX-1427
3049	Q9UBQ5
3050	Q92506
3051	O00499
3052	Q9Y265
3053	P25205
3054	P49368
3055	CPX-6385
3056	CPX-7675
3057	Q9P202
3058	Q9BYD2
3059	CPX-3272
3060	Q9UNX4
3061	Q13347
3062	P24311
3063	P86790
3064	CPX-3227
3065	CPX-1983
3066	Q9UPZ3
3067	CPX-358
3068	CPX-8522
3069	CPX-6141
3070	Q96S52
3071	Q9H0E9
3072	CPX-1802
3073	Q7Z3B4
3074	P25705
3075	P85299
3076	Q96JK2
3077	CPX-833
3078	CPX-2226
3079	Q86XH1
3080	Q7Z4M0
3081	Q68DK7
3082	Q96RQ3
3083	Q9Y2Q5
3084	CPX-8927
3085	P27694
3086	CPX-485
3087	Q9BXL7
3088	CPX-10344
3089	CPX-5670
3090	CPX-8261
3091	Q8NDV7
3092	CPX-1168
3093	Q9ULM6
3094	P09693
3095	P32927
3096	CPX-6473
3097	Q5VSL9
3098	0000225009
3099	Q9P2D8
3100	CPX-1770
3101	Q9NTI2
3102	O75934
3103	Q6R327
3104	CPX-727
3105	Q9BXB4
3106	CPX-469
3107	CPX-2097
3108	P20290
3109	P31274
3110	CPX-7009
3111	CPX-2436
3112	CPX-6960
3113	P10600
3114	Q6P4R8
3115	0000004572
3116	CPX-6407
3117	P27930
3118	CPX-8090
3119	O00217
3120	CPX-25755
3121	CPX-2392
3122	Q00978
3123	Q13487
3124	CPX-483
3125	Q92466
3126	CPX-7102
3127	CPX-2817
3128	CPX-10314
3129	P21941
3130	CPX-25775
3131	CPX-2438
3132	Q96PQ7
3133	O00329
