Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO:0070847,-0.9173630454967502,-3.815565251574597,0.0,0.0,0.0,20/20,10.03%,YBL093C;YGL127C;YDL005C;YMR112C;YGR104C;YOR174W;YER022W;YNR010W;YDR308C;YPR168W;YLR071C;YGL025C;YOL051W;YBR193C;YBR253W;YHR058C;YOL135C;YPR070W;YHR041C;YNL236W
prerank,GO:0016592,-0.8680494079829455,-3.810167688318584,0.0,0.0,0.0,25/26,10.03%,YNL025C;YBL093C;YGL127C;YDL005C;YMR112C;YGR104C;YCR081W;YDR443C;YPL042C;YOR174W;YER022W;YNR010W;YDR308C;YPR168W;YLR071C;YGL025C;YOL051W;YBR193C;YBR253W;YHR058C;YOL135C;YGL151W;YPR070W;YHR041C;YNL236W
prerank,GO:0042797,-0.6462962962962964,-2.944845712908108,0.0,0.0,0.0,17/17,36.46%,YDR045C;YKL144C;YJL011C;YNL151C;YPR190C;YDL150W;YKR025W;YNR003C;YOR207C;YOR116C;YHR143W-A;YPR110C;YNL113W;YOR210W;YOR224C;YPR187W;YBR154C
prerank,GO:0005666,-0.6462962962962964,-2.944845712908108,0.0,0.0,0.0,17/17,36.46%,YDR045C;YKL144C;YJL011C;YNL151C;YPR190C;YDL150W;YKR025W;YNR003C;YOR207C;YOR116C;YHR143W-A;YPR110C;YNL113W;YOR210W;YOR224C;YPR187W;YBR154C
prerank,GO:0071013,-0.7123034227567068,-2.934207745590767,0.0,0.0,0.0,16/16,29.90%,YLR438C-A;YFL017W-A;YJR050W;YPR182W;YNL147W;YBL026W;YJL203W;YMR288W;YBR055C;YDL043C;YMR240C;YGR074W;YLR275W;YLR147C;YHR165C;YER029C
prerank,GO:0005685,-0.7262548672692649,-2.9074419231009503,0.0,0.0,0.0,16/17,22.06%,YFL017W-A;YPR182W;YOR159C;YLR298C;YHR086W;YBR119W;YKL012W;YDR235W;YDR240C;YIL061C;YDL087C;YGR013W;YML046W;YGR074W;YLR275W;YLR147C
prerank,GO:0071004,-0.5357441789499588,-2.78829658023022,0.0,0.0,0.0,28/29,29.90%,YOR319W;YFL017W-A;YIR009W;YOR159C;YNL147W;YJL203W;YMR288W;YLR298C;YHR086W;YBR119W;YKL012W;YDR235W;YDR240C;YDL043C;YIL061C;YDL087C;YGR013W;YMR240C;YML046W;YPL213W;YDL030W;YGR074W;YML049C;YLR275W;YLR147C;YDR416W;YLR117C;YER029C
prerank,GO:0016586,-0.6777777777777778,-2.7529724391232273,0.0,0.0,0.0,17/17,33.36%,YFL049W;YHR056C;YCR020W-B;YGR056W;YLR321C;YML127W;YGR275W;YPR034W;YCR052W;YKR008W;YMR091C;YLR033W;YIL126W;YMR033W;YDR303C;YLR357W;YFR037C
prerank,GO:0000428,-0.4738407484456747,-2.7103706281777318,0.0,0.0,0.0,31/32,38.92%,YDR045C;YKL144C;YJL011C;YNL151C;YPR190C;YDL150W;YKR025W;YNR003C;YIL021W;YGL070C;YDL140C;YOL005C;YJL140W;YDR404C;YOR207C;YOR116C;YHR143W-A;YDR156W;YJL148W;YJR063W;YNL248C;YOR341W;YOR340C;YPR110C;YNL113W;YOR210W;YOR151C;YOR224C;YPR187W;YBR154C;YPR010C
prerank,GO:0046540,-0.5138174541488834,-2.69250420826057,0.0,0.0,0.0,27/28,31.18%,YLR438C-A;YFL017W-A;YBR152W;YER146W;YJR022W;YGR075C;YPR182W;YOR159C;YER112W;YDR378C;YNL147W;YBL026W;YDL098C;YOR308C;YDR473C;YGR091W;YPR082C;YPR178W;YBR055C;YGR074W;YLR275W;YLR147C;YER172C;YKL173W;YHR165C;YER029C;YEL026W
prerank,GO:0000124,-0.6643368929998161,-2.670342446436662,0.0,0.0,0.0,17/19,22.61%,YPL047W;YMR223W;YDR167W;YDR392W;YCL010C;YLR055C;YOL148C;YPL254W;YGL066W;YBR081C;YDR176W;YDR145W;YBR198C;YMR236W;YGR252W;YDR448W;YGL112C
prerank,GO:0000462,-0.5300751879699248,-2.660377358490566,0.0,0.0,0.0,33/33,48.68%,YMR143W;YEL026W;YGR118W;YHR196W;YLR192C;YJL191W;YHL015W;YPL081W;YLR222C;YGR128C;YJL109C;YBR181C;YGL120C;YDR324C;YDR025W;YPL090C;YIL069C;YLR129W;YCR057C;YPL126W;YDR449C;YMR093W;YLR441C;YCR031C;YER074W;YML063W;YDL148C;YDL083C;YBR189W;YER102W;YBR048W;YBL072C;YDR064W
prerank,GO:0006337,-0.6777777777777778,-2.583529411764706,0.0,0.0,0.0,17/17,33.36%,YHR056C;YCR020W-B;YGR056W;YLR321C;YML127W;YGR275W;YPR034W;YCR052W;YKR008W;YMR091C;YLR033W;YIL126W;YMR033W;YJL115W;YDR303C;YLR357W;YFR037C
prerank,GO:0005686,-0.7140143290989637,-2.554692907608792,0.0,0.0,0.0,14/15,22.06%,YNL286W;YOR319W;YFL017W-A;YPR182W;YOR159C;YJL203W;YMR288W;YDL043C;YMR240C;YPL213W;YGR074W;YML049C;YLR275W;YLR147C
prerank,GO:0005847,-0.6873265494912119,-2.5111405251948895,0.0,0.0,0.0,16/16,32.36%,YGL044C;YOR179C;YPR107C;YKL059C;YNL222W;YNL317W;YDR301W;YJR093C;YLR115W;YAL043C;YER133W;YKR002W;YLR277C;YGR156W;YDR195W;YKL018W
